0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0577a,1445c,2,1,1,0,2,3,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1486a,1,0,1,0,2,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1510a,1,1,1,0,2,1,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1545a,0,1,1,0,2,2,1,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1545b,2,1,1,0,0,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1545c,2,1,1,3,2,3,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,0379c,2,1,1,2,2,2,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1282b,2,2,1,3,2,2,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1289a,2,1,1,0,2,3,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1289b,1,4,1,3,2,2,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1289c,1,1,1,3,2,2,1,4,2,2,1,1,0,2,2,0,1,2,0
0577a,1452b,1,0,1,3,2,2,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1565b,2,1,1,3,0,2,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1565c,2,1,1,0,2,2,2,2,2,2,1,1,0,2,2,0,1,2,0
0577a,0552a,2,1,1,0,2,2,1,2,1,2,1,1,0,2,2,0,1,2,0
0577a,0552b,2,0,1,3,2,2,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,0552c,1,2,1,0,2,2,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1261b,3,4,1,0,2,2,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1307a,1,1,1,3,2,2,0,1,1,2,1,1,0,2,2,0,1,2,0
0577a,1362c,3,0,1,0,2,2,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1491c,1,1,1,1,2,2,1,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1492a,1,1,1,3,2,1,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1492b,2,2,1,0,2,2,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1492c,1,1,1,3,2,3,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,0366a,2,4,1,3,2,2,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,0434b,1,4,1,0,2,2,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,0496f,2,4,1,0,2,2,1,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1382b,2,1,1,0,0,2,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1416b,2,0,1,0,2,2,1,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1518a,2,2,1,3,2,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,0374b,1,4,1,3,2,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,0544b,2,1,1,3,2,3,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,0579a,1,0,1,3,2,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1320a,1,1,1,3,2,1,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1320b,3,1,1,0,2,1,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1320c,2,2,1,0,2,2,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1334a,3,1,1,0,2,3,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1370a,2,1,1,3,0,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1370b,1,0,1,0,2,2,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1370c,3,1,1,1,2,2,1,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1426b,2,1,1,0,2,1,0,4,2,2,1,1,0,2,2,0,1,2,0
0577a,1463a,2,1,1,0,2,2,1,1,1,2,1,1,0,2,2,0,1,2,0
0577a,1463b,3,1,1,3,2,1,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1463c,1,2,1,0,2,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1468a,1,1,1,2,2,2,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1483a,2,1,1,3,2,3,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1483b,3,4,1,0,2,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1488a,1,1,1,0,2,3,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1488c,3,0,1,0,2,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1534c,3,1,1,0,2,1,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,0491b,2,1,1,0,2,1,1,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1119a,1,1,1,0,0,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1119b,1,1,1,3,2,3,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1119c,2,1,1,3,2,2,1,2,1,2,1,1,0,2,2,0,1,2,0
0577a,1129c,1,2,1,3,2,2,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1344a,1,1,1,0,2,3,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1344b,3,4,1,3,2,2,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1344c,3,1,1,3,2,2,1,4,2,2,1,1,0,2,2,0,1,2,0
0577a,1489c,2,4,1,0,2,2,1,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1516a,2,0,1,0,2,2,1,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1516b,2,1,1,1,2,1,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,0306a,3,1,1,2,2,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1309b,2,2,1,3,2,2,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1458a,0,1,1,3,2,2,1,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1458b,1,1,1,0,2,2,1,2,1,2,1,1,0,2,2,0,1,2,0
0577a,1458c,1,4,1,3,2,2,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,0414a,3,2,1,0,2,2,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,0414b,1,1,1,0,2,1,1,1,2,2,1,1,0,2,2,0,1,2,0
0577a,0414c,0,1,1,0,2,2,1,3,2,2,1,1,0,2,2,0,1,2,0
0577a,0419a,0,1,1,1,2,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,0539a,2,4,1,3,2,2,1,2,2,2,1,1,0,2,2,0,1,2,0
0577a,0539b,3,1,1,0,0,2,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,0539c,2,1,1,0,2,2,3,0,2,2,1,1,0,2,2,0,1,2,0
0577a,0576c,2,4,1,1,2,2,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,0579c,2,1,1,0,2,2,1,0,1,2,1,1,0,2,2,0,1,2,0
0577a,1137b,3,1,1,3,2,1,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1137c,2,2,1,3,2,2,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1164c,3,1,1,3,2,3,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1180a,2,1,1,2,2,2,1,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1375b,1,4,1,3,2,2,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1375c,3,4,1,0,2,2,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,0333b,2,1,1,0,2,3,1,1,2,2,1,1,0,2,2,0,1,2,0
0577a,0381a,1,0,1,3,2,2,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,0411c,2,1,1,3,2,1,0,4,2,2,1,1,0,2,2,0,1,2,0
0577a,1352b,2,1,1,3,2,2,2,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1352c,2,2,1,0,2,2,1,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1393a,2,4,1,0,2,2,0,4,2,2,1,1,0,2,2,0,1,2,0
0577a,1393b,2,1,1,3,0,2,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1393c,1,4,1,0,2,2,1,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1394a,2,1,1,3,2,2,1,1,1,2,1,1,0,2,2,0,1,2,0
0577a,0351c,1,0,1,0,2,2,1,2,2,2,1,1,0,2,2,0,1,2,0
0577a,0424a,1,2,1,3,2,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,0424c,2,1,1,0,2,2,3,3,2,2,1,1,0,2,2,0,1,2,0
0577a,0496c,3,4,1,3,2,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,0496d,2,1,1,1,2,2,0,1,1,2,1,1,0,2,2,0,1,2,0
0577a,1257b,3,4,1,0,2,2,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1257c,0,1,1,3,2,2,0,4,2,2,1,1,0,2,2,0,1,2,0
0577a,1447a,2,1,1,3,2,1,1,0,2,2,1,1,0,2,2,0,1,2,0
0577a,0458c,3,0,1,0,2,2,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1284b,1,1,1,3,0,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1284c,3,1,1,0,2,1,1,2,2,2,1,1,0,2,2,0,1,2,0
0577a,0477a,2,1,1,1,2,1,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,0477b,2,1,1,1,2,3,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1180b,1,1,1,0,2,2,1,1,1,2,1,1,0,2,2,0,1,2,0
0577a,1442a,3,2,1,0,2,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1454a,2,4,1,3,2,2,1,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1472c,2,0,1,3,2,2,1,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1531b,2,1,1,3,2,1,1,3,2,2,1,1,0,2,2,0,1,2,0
0577a,0536a,2,1,1,0,2,3,0,4,2,2,1,1,0,2,2,0,1,2,0
0577a,0560c,1,1,1,0,2,1,1,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1153a,0,1,1,1,2,2,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1382a,2,0,1,0,2,2,1,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1402a,2,1,1,1,2,1,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1417c,1,1,1,3,2,2,1,2,1,2,1,1,0,2,2,0,1,2,0
0577a,1520a,3,2,1,3,2,2,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1521a,2,2,1,0,2,2,1,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1543b,2,1,1,2,2,2,1,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1543c,1,1,1,1,2,2,0,2,1,2,1,1,0,2,2,0,1,2,0
0577a,0597c,1,4,1,0,2,2,1,1,2,2,1,1,0,2,2,0,1,2,0
0577a,0355c,1,1,1,1,2,1,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,0374c,2,1,1,3,2,2,3,0,2,2,1,1,0,2,2,0,1,2,0
0577a,0396c,3,1,1,0,2,2,3,2,2,2,1,1,0,2,2,0,1,2,0
0577a,0550a,3,4,1,3,2,2,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1366a,3,1,1,0,2,1,1,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1366b,2,2,1,3,2,2,1,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1413a,2,1,1,1,2,3,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1413b,0,1,1,0,2,1,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1413c,1,4,1,3,2,2,1,2,2,2,1,1,0,2,2,0,1,2,0
0577a,0307a,2,0,1,3,2,2,0,4,2,2,1,1,0,2,2,0,1,2,0
0577a,0363c,1,1,1,0,2,2,3,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1176b,1,4,1,1,2,2,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1255a,1,1,1,0,2,2,1,0,1,2,1,1,0,2,2,0,1,2,0
0577a,1255b,1,1,1,1,2,2,1,4,2,2,1,1,0,2,2,0,1,2,0
0577a,1234a,3,4,1,3,2,2,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1236a,3,0,1,3,2,2,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1149a,1,1,1,0,2,3,1,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1149b,2,4,1,3,2,2,1,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1416a,1,1,1,3,2,1,0,4,2,2,1,1,0,2,2,0,1,2,0
0577a,0491c,2,2,1,0,2,2,0,4,2,2,1,1,0,2,2,0,1,2,0
0577a,1134a,2,0,1,3,2,2,1,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1144b,1,2,1,0,2,2,1,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1424a,3,4,1,0,2,2,1,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1424b,3,1,1,0,0,2,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1424c,1,1,1,3,2,2,1,1,1,2,1,1,0,2,2,0,1,2,0
0577a,1471b,1,0,1,0,2,2,0,4,2,2,1,1,0,2,2,0,1,2,0
0577a,0307b,3,0,1,0,2,2,1,2,2,2,1,1,0,2,2,0,1,2,0
0577a,0569c,1,1,1,0,2,2,3,3,2,2,1,1,0,2,2,0,1,2,0
0577a,0472a,3,1,1,3,2,3,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1268a,2,1,1,0,0,2,0,4,2,2,1,1,0,2,2,0,1,2,0
0577a,1268b,1,1,1,0,2,2,1,3,1,2,1,1,0,2,2,0,1,2,0
0577a,1268c,2,1,1,3,2,3,0,4,2,2,1,1,0,2,2,0,1,2,0
0577a,1433a,2,2,1,0,2,2,1,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1433b,3,1,1,3,0,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1433c,1,4,1,0,2,2,1,0,2,2,1,1,0,2,2,0,1,2,0
0577a,0596a,2,0,1,3,2,2,1,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1129a,3,1,1,0,2,2,3,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1131a,1,1,1,1,2,1,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1131b,2,0,1,1,2,2,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1252a,3,1,1,3,2,3,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1252b,2,2,1,3,2,2,1,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1329a,1,1,1,3,2,1,1,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1364c,2,2,1,0,2,2,1,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1531c,3,1,1,0,2,3,1,2,2,2,1,1,0,2,2,0,1,2,0
0577a,0377a,1,4,1,1,2,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,0575c,2,1,1,1,2,3,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1494a,1,0,1,1,2,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,1494b,2,1,1,0,2,1,1,4,2,2,1,1,0,2,2,0,1,2,0
0577a,1498a,0,1,1,1,2,2,1,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1498b,2,1,1,1,0,2,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,0335a,1,1,1,2,2,2,1,0,2,2,1,1,0,2,2,0,1,2,0
0577a,0335b,3,4,1,0,2,2,1,1,2,2,1,1,0,2,2,0,1,2,0
0577a,0335c,3,1,1,0,2,1,1,3,2,2,1,1,0,2,2,0,1,2,0
0577a,0349a,3,1,1,1,2,1,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,0314b,0,0,1,0,2,2,0,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1152b,2,1,1,1,2,3,0,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1229c,2,1,0,0,2,2,1,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1329b,1,1,1,3,2,2,3,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1330a,3,2,1,3,2,2,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1330b,2,2,1,3,2,2,0,4,2,2,1,1,0,2,2,0,1,2,0
0577a,1330c,1,1,1,2,2,2,1,3,2,2,1,1,0,2,2,0,1,2,0
0577a,1451a,1,4,1,3,2,2,0,4,2,2,1,1,0,2,2,0,1,2,0
0577a,0402b,3,4,1,3,2,2,1,2,2,2,1,1,0,2,2,0,1,2,0
0577a,0472c,2,1,1,1,2,2,3,2,2,2,1,1,0,2,2,0,1,2,0
0577a,1236c,1,1,1,1,2,3,0,1,2,2,1,1,0,2,2,0,1,2,0
0577a,0461a,3,1,1,3,0,2,0,0,2,2,1,1,0,2,2,0,1,2,0
0577a,1361b,1,0,1,3,2,2,0,4,2,2,1,1,0,2,2,0,1,2,0
0359a,0359b,3,2,1,0,2,2,3,0,2,2,1,1,0,2,2,0,2,2,1
0577a,0577b,2,1,0,3,2,2,1,2,2,2,1,1,0,2,2,0,1,2,1
0577a,0577c,1,1,1,1,2,3,0,0,2,2,1,1,0,2,2,0,1,2,1
1120a,1120b,1,1,1,0,2,2,0,2,2,2,1,1,3,2,2,0,2,2,1
1120a,1120c,2,1,1,0,2,2,0,0,2,2,1,1,3,2,2,0,2,2,1
1120b,1120c,2,1,1,0,2,2,0,0,2,1,1,1,0,2,2,0,2,2,1
1121a,1121b,2,1,1,0,2,2,0,3,2,2,1,1,3,2,2,0,1,2,1
1121a,1121c,1,1,1,0,2,2,0,1,2,2,1,1,3,2,2,0,1,2,1
1121b,1121c,1,1,1,0,2,2,0,1,2,2,1,1,0,2,2,0,3,2,1
1229b,1229c,2,1,0,0,2,2,1,2,2,1,1,1,3,2,2,0,2,2,1
1302a,1302b,3,1,1,0,2,2,0,2,2,2,1,1,3,2,2,0,0,2,1
1302a,1302c,2,1,1,3,2,2,0,3,2,2,1,1,3,2,2,0,0,2,1
1302b,1302c,2,1,1,3,2,2,0,3,2,3,1,1,0,2,2,0,2,2,1
1305a,1305b,2,1,1,0,2,2,1,2,2,1,1,1,0,2,2,0,0,2,1
1305a,1305c,1,1,1,3,2,2,0,1,2,1,1,1,0,2,2,0,0,2,1
1305b,1305c,1,1,1,3,2,2,0,1,2,2,1,1,0,2,2,1,2,2,1
1386a,1386b,3,1,1,0,2,2,0,1,2,1,1,1,0,2,2,0,3,2,1
1386a,1386c,3,1,1,3,2,2,0,2,2,1,1,1,0,2,2,0,3,2,1
1386b,1386c,3,1,1,3,2,2,0,2,2,3,1,1,0,2,2,0,1,2,1
1391c,1391b,3,4,1,0,2,2,1,4,2,2,1,1,0,2,2,1,1,2,1
1391c,1391a,3,4,1,3,2,3,0,3,2,2,1,1,0,2,2,1,1,2,1
1489a,1489b,2,1,1,3,2,2,1,2,2,1,1,1,3,2,2,0,0,2,1
1489a,1489c,2,4,1,0,2,2,1,1,2,1,1,1,3,2,2,0,0,2,1
1489b,1489c,2,4,1,0,2,2,1,1,2,2,1,1,3,2,2,1,2,2,1
1517a,1517b,1,1,1,3,2,2,0,3,2,2,1,1,1,2,2,0,2,2,1
1517a,1517c,3,0,1,0,2,2,1,4,2,2,1,1,1,2,2,0,2,2,1
1517b,1517c,3,0,1,0,2,2,1,4,2,1,1,1,3,2,2,0,3,2,1
0331b,0331a,3,1,0,0,2,2,3,2,2,3,1,1,0,2,2,0,0,2,1
0367a,0367b,1,1,1,0,2,2,1,2,2,2,1,1,0,2,2,0,4,2,1
0367a,0367c,3,1,1,3,2,2,0,1,2,2,1,1,0,2,2,0,4,2,1
0367b,0367c,3,1,1,3,2,2,0,1,2,1,1,1,0,2,2,1,2,2,1
0379b,0379c,2,1,1,2,2,2,0,3,2,3,1,1,0,2,2,0,3,2,1
0458a,0458c,3,0,1,0,2,2,0,3,2,2,1,1,0,2,2,1,0,2,1
0458a,0458b,3,2,1,3,2,2,1,3,2,2,1,1,0,2,2,1,0,2,1
0565a,0565b,2,1,1,0,2,2,1,3,2,2,1,1,3,2,2,1,1,2,1
0565a,0565c,2,1,1,1,2,2,0,1,2,2,1,1,3,2,2,1,1,2,1
0565b,0565c,2,1,1,1,2,2,0,1,2,2,1,1,0,2,2,1,3,2,1
1254c,1254a,1,1,1,1,2,1,3,3,2,1,1,1,0,2,2,1,1,2,1
1254c,1254b,2,1,0,2,2,2,1,3,2,1,1,1,0,2,2,1,1,2,1
1362a,1362b,2,1,1,3,2,2,0,4,2,3,1,1,3,2,2,0,0,2,1
1362a,1362c,3,0,1,0,2,2,0,2,2,3,1,1,3,2,2,0,0,2,1
1362b,1362c,3,0,1,0,2,2,0,2,2,2,1,1,3,2,2,0,4,2,1
1446a,1446b,1,1,1,1,2,2,0,2,2,1,1,1,3,2,2,1,2,2,1
1446a,1446c,3,1,1,3,2,2,0,3,2,1,1,1,3,2,2,1,2,2,1
1446b,1446c,3,1,1,3,2,2,0,3,2,1,1,1,1,2,2,0,2,2,1
1454b,1454c,1,1,1,0,2,2,0,4,2,2,1,1,3,2,2,1,0,2,1
1454b,1454a,2,4,1,3,2,2,1,1,2,2,1,1,3,2,2,1,0,2,1
1454c,1454a,2,4,1,3,2,2,1,1,2,1,1,1,0,2,2,0,4,2,1
1455a,1455b,2,1,1,1,2,2,0,0,2,3,1,1,0,2,2,1,2,2,1
1455a,1455c,2,1,1,3,2,2,1,3,2,3,1,1,0,2,2,1,2,2,1
1455b,1455c,2,1,1,3,2,2,1,3,2,2,1,1,1,2,2,0,0,2,1
1510b,1510c,2,1,1,1,2,2,0,3,2,1,1,1,0,2,2,1,0,2,1
1510b,1510a,1,1,1,0,2,1,0,3,2,1,1,1,0,2,2,1,0,2,1
1510c,1510a,1,1,1,0,2,1,0,3,2,2,1,1,1,2,2,0,3,2,1
1534b,1534c,3,1,1,0,2,1,0,3,2,1,1,1,3,2,2,1,1,2,1
1534b,1534a,2,1,1,1,2,3,1,3,2,1,1,1,3,2,2,1,1,2,1
1540b,1540c,1,2,1,0,2,2,1,0,1,1,1,1,0,2,2,1,3,2,1
1300a,1300b,2,1,1,0,2,1,0,2,2,1,1,1,1,2,2,0,1,2,1
1300a,1300c,3,1,1,0,2,2,1,1,2,1,1,1,1,2,2,0,1,2,1
1300b,1300c,3,1,1,0,2,2,1,1,2,2,1,1,0,2,1,0,2,2,1
1309a,1309b,2,2,1,3,2,2,0,0,2,0,1,1,0,2,2,0,2,2,1
1309a,1309c,1,1,0,1,0,1,0,2,1,0,1,1,0,2,2,0,2,2,1
1453a,1453b,3,1,1,3,2,2,1,2,2,1,1,1,3,2,2,0,4,2,1
1453a,1453c,2,1,1,0,2,2,0,2,1,1,1,1,3,2,2,0,4,2,1
1453b,1453c,2,1,1,0,2,2,0,2,1,3,1,1,3,2,2,1,2,2,1
1482b,1482a,2,4,1,3,2,2,3,1,2,1,1,1,3,2,2,1,0,2,1
1518c,1518a,2,2,1,3,2,2,0,1,2,2,1,1,0,2,1,0,1,2,1
1543a,1543b,2,1,1,2,2,2,1,0,2,3,1,1,0,2,2,0,4,2,1
1543a,1543c,1,1,1,1,2,2,0,2,1,3,1,1,0,2,2,0,4,2,1
0584a,0584b,2,1,1,1,2,2,1,2,2,1,1,1,1,2,2,0,0,2,1
0584a,0584c,0,1,1,0,2,2,0,1,2,1,1,1,1,2,2,0,0,2,1
0584b,0584c,0,1,1,0,2,2,0,1,2,2,1,1,1,2,2,1,2,2,1
1127a,1127b,3,1,1,0,2,2,1,0,2,1,1,1,3,2,2,1,3,2,1
1127a,1127c,2,4,1,0,2,2,0,2,2,1,1,1,3,2,2,1,3,2,1
1127b,1127c,2,4,1,0,2,2,0,2,2,3,1,1,0,2,2,1,0,2,1
1284a,1284b,1,1,1,3,0,2,0,1,2,2,1,1,0,2,2,1,4,2,1
1284a,1284c,3,1,1,0,2,1,1,2,2,2,1,1,0,2,2,1,4,2,1
1360b,1360a,3,1,0,2,2,2,0,2,2,2,0,1,0,2,2,0,2,2,1
1360b,1360c,0,1,1,2,1,2,1,1,1,2,0,1,0,2,2,0,2,2,1
1364b,1364c,2,2,1,0,2,2,1,3,2,3,1,1,3,2,2,1,1,2,1
1364b,1364a,2,1,1,2,0,2,0,3,2,3,1,1,3,2,2,1,1,2,1
1490c,1490b,1,0,1,3,2,1,0,2,2,0,1,1,3,2,2,0,2,2,1
1491a,1491b,2,1,1,0,2,2,0,1,1,3,1,1,0,2,2,1,3,2,1
1491a,1491c,1,1,1,1,2,2,1,0,2,3,1,1,0,2,2,1,3,2,1
1491b,1491c,1,1,1,1,2,2,1,0,2,2,1,1,0,2,2,0,1,1,1
0321c,0321a,2,1,1,3,2,1,1,2,1,2,1,1,2,2,2,0,2,2,1
0321c,0321b,3,2,1,3,2,2,1,4,2,2,1,1,2,2,2,0,2,2,1
0451a,0451b,2,1,1,3,0,2,1,2,1,2,1,1,0,2,1,0,0,2,1
0451a,0451c,1,0,1,1,2,2,0,2,1,2,1,1,0,2,1,0,0,2,1
0503a,0503b,2,1,1,1,2,2,1,1,2,2,1,1,0,2,3,0,2,2,1
0561a,0561b,3,1,1,3,2,2,0,4,2,2,1,1,3,2,1,0,1,2,1
0571b,0571a,2,4,1,3,2,3,0,1,2,0,1,1,0,2,2,0,0,2,1
0571b,0571c,1,0,1,1,0,1,0,1,1,0,1,1,0,2,2,0,0,2,1
0600a,0600b,0,1,1,3,2,2,0,1,2,2,1,1,0,2,1,0,3,2,1
0600a,0600c,3,1,1,3,2,2,1,0,2,2,1,1,0,2,1,0,3,2,1
0600b,0600c,3,1,1,3,2,2,1,0,2,0,1,1,3,2,2,0,1,2,1
1137a,1137b,3,1,1,3,2,1,0,0,2,1,1,1,0,2,1,0,1,2,1
1137a,1137c,2,2,1,3,2,2,0,3,2,1,1,1,0,2,1,0,1,2,1
1230a,1230c,2,4,1,3,2,2,0,2,2,0,1,1,0,2,2,0,3,2,1
1230a,1230b,1,1,0,3,2,2,1,3,2,0,1,1,0,2,2,0,3,2,1
1230c,1230b,1,1,0,3,2,2,1,3,2,2,4,1,3,2,2,0,2,2,1
1248a,1248b,3,1,1,1,2,2,0,0,2,2,1,1,3,2,2,1,4,2,1
1248a,1248c,1,1,1,1,2,2,1,2,2,2,1,1,3,2,2,1,4,2,1
1248b,1248c,1,1,1,1,2,2,1,2,2,3,1,1,1,2,2,0,0,2,1
1335a,1335b,2,2,1,0,2,2,3,2,2,2,1,1,0,2,3,0,1,2,1
1335a,1335c,2,1,1,3,2,2,2,1,1,2,1,1,0,2,3,0,1,2,1
1378b,1378c,1,1,1,3,2,1,0,2,2,3,1,1,3,2,2,1,3,2,1
1378b,1378a,3,4,1,3,2,3,0,0,2,3,1,1,3,2,2,1,3,2,1
1378c,1378a,3,4,1,3,2,3,0,0,2,1,1,1,3,2,1,0,2,2,1
1432c,1432a,2,4,1,0,2,1,0,1,2,2,2,1,0,2,2,0,2,2,1
1432c,1432b,3,1,1,0,1,2,1,4,2,2,2,1,0,2,2,0,2,2,1
1481a,1481b,2,1,1,1,2,2,1,0,2,3,1,1,1,2,2,0,3,2,1
1481a,1481c,2,1,1,3,2,1,0,0,2,3,1,1,1,2,2,0,3,2,1
1481b,1481c,2,1,1,3,2,1,0,0,2,2,1,1,1,2,2,1,0,2,1
1487a,1487c,3,1,1,3,0,1,0,0,1,2,1,1,3,2,3,0,2,2,1
1512b,1512c,2,1,1,1,2,2,1,3,2,2,0,1,0,2,2,0,0,2,1
1565a,1565b,2,1,1,3,0,2,0,2,2,2,4,1,3,2,2,0,1,2,1
